system,vintage,month,correctedkwh,expectedkwh
182,C,4,2151.872284,1606.351618
182,C,5,3315.451208,1627.736257
182,C,6,3312.949182,1681.258009
182,C,7,1565.756875,1545.136418
182,C,8,1488.973985,1448.989990
182,C,9,1574.869769,1521.454179
182,C,10,1518.459620,1437.633990
182,C,11,874.894794,830.953243
182,C,12,720.765864,709.498398
183,A,8,536.071867,480.174627
183,A,9,1362.240026,1258.097559
183,A,10,1115.719167,993.732419
183,A,11,808.551892,706.070115
183,A,12,702.704925,610.436036
184,B,1,711.216264,616.762218
184,B,2,733.463628,685.786032
184,B,3,941.073739,803.494456
184,B,4,1293.085320,1326.888653
184,B,5,1663.782617,1565.494349
184,B,6,1762.798749,1630.577001
184,B,7,1723.545183,1624.027232
184,B,8,1551.348059,1488.541342
184,B,9,1325.379628,1251.807072
184,B,10,1047.659736,988.763757
184,B,11,758.510738,702.539764
184,B,12,661.816110,607.383856
185,C,1,668.021710,613.678407
185,C,2,698.458017,682.357102
185,C,3,854.325101,799.476984
185,C,4,1355.944515,1320.254210
185,C,5,1663.682343,1557.666877
185,C,6,1700.484287,1622.424116
185,C,7,1670.781934,1615.907095
185,C,8,1566.994086,1481.098636
185,C,9,1300.481002,1245.516584
185,C,10,1064.249311,983.795095
185,C,11,766.229436,699.009414
185,C,12,641.505350,604.331676
186,A,8,430.746548,441.485317
186,A,9,964.956658,912.245627
186,A,10,824.547602,794.527982
186,A,11,747.404101,722.587601
186,A,12,583.798281,572.441067
187,B,1,648.116269,628.119527
187,B,2,686.885719,670.808769
187,B,3,1139.531872,1088.945281
187,B,4,1362.342556,1306.821657
187,B,5,1459.757064,1374.934303
187,B,6,1619.755701,1516.182758
187,B,7,1560.304225,1479.561304
187,B,8,1426.778138,1368.604484
187,B,9,953.707964,907.684399
187,B,10,803.145668,790.555342
187,B,11,701.893289,718.974663
187,B,12,571.426241,569.578862
188,C,1,613.826081,624.978929
188,C,2,651.694568,667.454725
188,C,3,1077.753442,1083.500554
188,C,4,1300.361633,1300.287549
188,C,5,1415.488330,1368.059632
188,C,6,1542.241076,1508.601844
188,C,7,1493.891030,1472.163497
188,C,8,1382.603186,1361.761461
188,C,9,906.331430,903.123171
188,C,10,776.403897,786.582702
188,C,11,724.617856,715.361725
188,C,12,594.939341,566.716656
189,A,8,247.164949,230.672988
189,A,9,640.774443,584.031740
189,A,10,513.806337,474.336445
189,A,11,475.096771,427.670579
189,A,12,433.036492,393.001652
190,B,1,462.012175,421.422672
190,B,2,423.410632,388.219327
190,B,3,476.454932,444.077582
190,B,4,687.336562,653.951894
190,B,5,699.726538,687.871798
190,B,6,674.308220,654.846368
190,B,7,670.511644,664.828566
190,B,8,751.460639,715.086262
190,B,9,618.730389,581.111581
190,B,10,508.205586,471.964762
190,B,11,458.295579,425.532226
190,B,12,405.024631,391.036644
191,C,1,449.463356,419.315559
191,C,2,404.836722,386.278230
191,C,3,468.327881,441.857194
191,C,4,679.693581,650.682134
191,C,5,692.803262,684.432439
191,C,6,648.007804,651.572136
191,C,7,660.343337,661.504423
191,C,8,735.203130,711.510831
191,C,9,598.220784,578.191423
191,C,10,486.824367,469.593080
191,C,11,463.172679,423.393873
191,C,12,440.876966,389.071635
192,A,8,114.639362,131.997217
192,A,9,771.654141,715.732254
192,A,10,770.906542,736.154586
192,A,11,554.822999,520.538395
192,A,12,534.780932,553.975147
193,B,1,524.695676,488.821626
193,B,2,621.051568,614.713424
193,B,3,763.626351,724.889344
193,B,4,642.274700,625.670067
193,B,5,857.501431,823.923030
193,B,6,868.984038,825.457824
193,B,7,941.409250,813.978320
193,B,8,876.851459,818.382743
193,B,9,752.399377,712.153593
193,B,10,728.459780,732.473813
193,B,11,559.010400,517.935703
193,B,12,641.871083,551.205271
194,C,1,557.728796,486.377518
194,C,2,561.196014,611.639856
194,C,3,686.098735,721.264897
194,C,4,658.573950,622.541716
194,C,5,999.519859,819.803415
194,C,6,946.722172,821.330535
194,C,7,920.291749,809.908428
194,C,8,873.334799,814.290829
194,C,9,780.789547,708.574931
194,C,10,782.395308,728.793040
194,C,11,529.886564,515.333011
194,C,12,539.482477,548.435395
195,A,8,106.688151,106.216311
195,A,9,717.775428,707.183483
195,A,10,473.329724,478.722986
195,A,11,344.472716,341.917645
195,A,12,360.029449,385.284463
196,B,1,325.846368,314.609892
196,B,2,350.798236,352.665699
196,B,3,558.131463,545.378899
196,B,4,669.345176,633.627167
196,B,5,918.453235,845.311236
196,B,6,813.085222,756.370054
196,B,7,866.740144,804.011536
196,B,8,862.126734,823.176413
196,B,9,701.078350,703.647565
196,B,10,483.086770,476.329371
196,B,11,330.380846,340.208057
196,B,12,382.098554,383.358041
197,C,1,316.332378,313.036843
197,C,2,357.136173,350.902370
197,C,3,548.428849,542.652004
197,C,4,638.524807,630.459031
197,C,5,872.529753,841.084680
197,C,6,799.678155,752.588204
197,C,7,835.787585,799.991478
197,C,8,830.004665,819.060531
197,C,9,690.628244,700.111648
197,C,10,471.380857,473.935756
197,C,11,333.493250,338.498468
197,C,12,360.817571,381.431619
198,A,9,1113.977905,1099.314337
198,A,10,1246.314088,1151.290753
198,A,11,716.660175,649.956819
198,A,12,611.255100,562.666656
199,B,1,851.423385,838.542719
199,B,2,813.775186,776.603096
199,B,3,1539.501800,1333.426785
199,B,4,1318.932267,1279.909040
199,B,5,1453.299391,1312.256355
199,B,6,1435.620698,1356.476676
199,B,7,1370.815969,1260.102241
199,B,8,1246.801051,1157.816399
199,B,9,1304.645284,1221.460375
199,B,10,1243.811904,1145.534299
199,B,11,708.954255,646.707035
199,B,12,619.553097,559.853323
200,C,1,880.892447,834.350005
200,C,2,887.007384,772.720080
200,C,3,1443.940751,1326.759651
200,C,4,1375.146186,1273.509495
200,C,5,1428.302948,1305.695073
200,C,6,1470.994615,1349.694293
200,C,7,1330.449174,1253.801730
200,C,8,1238.880537,1152.027317
200,C,9,1299.348143,1215.353073
200,C,10,1226.493938,1139.777845
200,C,11,705.316938,643.457251
200,C,12,604.170600,557.039990
201,A,9,587.456736,488.125595
201,A,10,502.150584,413.262563
201,A,11,488.101229,382.429724
201,A,12,633.738734,388.682348
202,B,1,731.979016,435.432840
202,B,2,804.070850,537.832318
202,B,3,488.824305,503.268888
202,B,4,718.660385,668.407695
202,B,5,685.335453,625.832782
202,B,6,563.885361,474.598861
202,B,7,656.617669,581.517508
202,B,8,646.702985,557.601814
202,B,9,585.380633,522.991708
202,B,10,537.404330,411.196250
202,B,11,497.609301,380.517576
202,B,12,456.449440,386.738937
203,C,1,550.343500,433.255675
203,C,2,778.244550,535.143156
203,C,3,605.417629,500.752543
203,C,4,718.523456,665.065657
203,C,5,804.138007,622.703618
203,C,6,574.270904,472.225867
203,C,7,640.453477,578.609921
203,C,8,604.654702,554.813805
203,C,9,573.181097,520.376750
203,C,10,504.028576,409.129937
203,C,11,447.765673,378.605427
203,C,12,505.742781,384.795525
204,A,9,1293.381964,1273.964392
204,A,10,1531.013761,1442.408081
204,A,11,972.621214,856.139282
204,A,12,831.327732,753.325195
205,B,1,1084.588172,1145.339355
205,B,2,1023.824171,975.558411
205,B,3,1556.515241,1596.555420
205,B,4,1463.797778,1433.638550
205,B,5,1424.184002,1394.964111
205,B,6,1426.609997,1415.433472
205,B,7,1334.544390,1308.408081
205,B,8,1369.063844,1265.704346
205,B,9,1469.921832,1415.515991
205,B,10,1391.488502,1435.196041
205,B,11,978.535446,851.858586
205,B,12,772.877268,749.558569
206,C,1,1168.959834,1139.612659
206,C,2,1155.015733,970.680619
206,C,3,1543.909459,1588.572643
206,C,4,1456.522308,1426.470357
206,C,5,1422.409692,1387.989291
206,C,6,1373.993156,1408.356304
206,C,7,1352.678578,1301.866041
206,C,8,1346.299979,1259.375824
206,C,9,1456.702309,1408.438411
206,C,10,1495.583093,1427.984000
206,C,11,977.155171,847.577889
206,C,12,788.982018,745.791943
207,A,9,868.992173,863.688512
207,A,10,972.349620,898.864295
207,A,11,563.111410,512.581187
207,A,12,479.402087,438.978319
208,B,1,709.221028,652.914496
208,B,2,642.836118,608.787665
208,B,3,1109.004255,1045.845981
208,B,4,1082.720482,1010.494776
208,B,5,1092.804099,1034.363903
208,B,6,1141.553817,1068.957484
208,B,7,1047.946676,988.239951
208,B,8,977.018909,914.794357
208,B,9,1010.929139,959.653903
208,B,10,973.759164,894.369974
208,B,11,555.905116,510.018281
208,B,12,481.938951,436.783427
209,C,1,702.223241,649.649924
209,C,2,665.767584,605.743726
209,C,3,1112.253635,1040.616751
209,C,4,1073.987475,1005.442302
209,C,5,1091.773315,1029.192084
209,C,6,1131.359946,1063.612697
209,C,7,1028.276219,983.298751
209,C,8,969.242818,910.220385
209,C,9,1016.530661,954.855633
209,C,10,972.251425,889.875652
209,C,11,558.093802,507.455375
209,C,12,471.156133,434.588535
210,A,9,1510.430972,1466.284876
210,A,10,1409.624424,1358.273393
210,A,11,852.628572,839.757692
210,A,12,598.520590,623.429781
211,B,1,597.093740,632.287645
211,B,2,943.109659,949.780022
211,B,3,1519.917884,1514.776121
211,B,4,2047.200638,1993.151787
211,B,5,2316.146401,2266.052045
211,B,6,2423.960482,2358.704058
211,B,7,1883.813959,2283.947443
211,B,8,2238.041980,2128.164019
211,B,9,1840.606520,1691.867164
211,B,10,1402.729968,1351.482026
211,B,11,824.472309,835.558903
211,B,12,625.476853,620.312632
212,C,1,556.380632,629.126206
212,C,2,928.474553,945.031122
212,C,3,1604.731380,1507.202240
212,C,4,2115.489239,1983.186028
212,C,5,2303.586203,2254.721785
212,C,6,2476.604828,2346.910537
212,C,7,2326.603217,2272.527706
212,C,8,2215.428814,2117.523199
212,C,9,1718.255394,1683.407828
212,C,10,1334.973863,1344.690659
212,C,11,844.823507,831.360115
212,C,12,647.678346,617.195484
213,A,9,863.687697,788.470744
213,A,10,1020.729974,919.629944
213,A,11,836.838106,769.192444
213,A,12,794.816650,734.511902
214,B,1,757.072696,686.403503
214,B,2,786.968641,734.424622
214,B,3,951.405901,882.848877
214,B,4,1195.901645,1151.553833
214,B,5,1242.182679,1241.038574
214,B,6,1135.136673,1190.795166
214,B,7,1222.133678,1207.626953
214,B,8,1279.645832,1179.826904
214,B,9,1159.087067,1075.187378
214,B,10,989.253294,915.031794
214,B,11,817.313957,765.346482
214,B,12,734.091154,730.839342
215,C,1,751.728075,682.971486
215,C,2,753.918284,730.752498
215,C,3,945.039844,878.434633
215,C,4,1248.757623,1145.796064
215,C,5,1308.830730,1234.833381
215,C,6,1239.420225,1184.841190
215,C,7,1239.337270,1201.588818
215,C,8,1212.599757,1173.927770
215,C,9,1089.714142,1069.811441
215,C,10,955.341184,910.433644
215,C,11,826.873964,761.500519
215,C,12,779.470830,727.166783
216,A,9,967.724981,884.932745
216,A,10,1084.105468,1001.603699
216,A,11,731.107285,683.967850
216,A,12,576.687802,503.565384
217,B,1,538.701101,474.879608
217,B,2,757.101551,711.422043
217,B,3,1218.571850,1116.481354
217,B,4,1489.819813,1407.260864
217,B,5,1590.339972,1530.629883
217,B,6,1622.593406,1581.380615
217,B,7,1593.020013,1556.663635
217,B,8,1395.592696,1491.904816
217,B,9,1124.855816,1206.726471
217,B,10,968.807141,996.595680
217,B,11,696.613755,680.548010
217,B,12,543.854977,501.047557
218,C,1,468.674694,472.505210
218,C,2,733.990832,707.864933
218,C,3,1184.696100,1110.898947
218,C,4,1452.312608,1400.224560
218,C,5,1584.541738,1522.976733
218,C,6,1565.712365,1573.473712
218,C,7,1592.971176,1548.880317
218,C,8,1430.316148,1484.445292
218,C,9,1200.354232,1200.692839
218,C,10,1028.830646,991.587662
218,C,11,716.927390,677.128171
218,C,12,555.432918,498.529730
219,A,9,1235.297475,1235.806832
219,A,10,1251.736863,1345.012710
219,A,11,1410.611495,1281.761989
219,A,12,1194.204716,1229.933307
220,B,1,1242.412180,1299.516437
220,B,2,1177.792294,1090.807247
220,B,3,1661.350760,1658.221638
220,B,4,1622.012013,1675.536464
220,B,5,1789.149139,1847.677225
220,B,6,1844.222162,1879.569750
220,B,7,1875.869287,1913.769151
220,B,8,1903.136353,1873.905715
220,B,9,1781.218254,1685.191134
220,B,10,1351.530559,1338.287647
220,B,11,1474.258234,1275.353179
220,B,12,1260.813434,1223.783640
221,C,1,1325.111692,1293.018855
221,C,2,1245.592248,1085.353211
221,C,3,1713.020044,1649.930530
221,C,4,1656.552499,1667.158781
221,C,5,1894.221319,1838.438839
221,C,6,1834.489373,1870.171902
221,C,7,1906.180691,1904.200305
221,C,8,1859.271154,1864.536186
221,C,9,1666.639240,1676.765179
221,C,10,1453.472280,1331.562583
221,C,11,1373.528987,1268.944369
221,C,12,1350.073729,1217.633974
222,A,9,420.475161,365.228409
222,A,10,470.910983,397.809133
222,A,11,408.504230,345.615866
222,A,12,361.898509,315.923364
223,B,1,390.066760,338.026403
223,B,2,357.798961,320.599698
223,B,3,412.558882,375.989753
223,B,4,602.380030,561.997604
223,B,5,649.916584,604.934512
223,B,6,648.425041,578.440029
223,B,7,637.719469,581.431865
223,B,8,687.570581,618.938544
223,B,9,552.855848,498.038740
223,B,10,422.398701,395.820088
223,B,11,351.505802,343.887787
223,B,12,309.617327,314.343747
224,C,1,344.524021,336.336271
224,C,2,327.817934,318.996700
224,C,3,378.383129,374.109804
224,C,4,542.528942,559.187616
224,C,5,589.155214,601.909839
224,C,6,568.609618,575.547829
224,C,7,587.790244,578.524706
224,C,8,613.234354,615.843852
224,C,9,491.281668,495.548546
224,C,10,397.547541,393.831042
224,C,11,331.508368,342.159708
224,C,12,304.894284,312.764130
225,A,9,805.083093,839.162255
225,A,10,663.850427,745.908526
225,A,11,419.951787,512.784951
225,A,12,433.490374,560.567691
226,B,1,378.373881,469.229921
226,B,2,493.578245,560.456830
226,B,3,861.855497,886.393037
226,B,4,1058.622934,1081.253202
226,B,5,1545.111588,1468.749403
226,B,6,1387.388257,1344.455321
226,B,7,1472.648246,1416.656207
226,B,8,1385.581321,1397.517782
226,B,9,1120.945133,1144.312167
226,B,10,667.849928,742.178983
226,B,11,437.582022,510.221026
226,B,12,459.237556,557.764853
227,C,1,364.084048,466.883772
227,C,2,457.080609,557.654546
227,C,3,804.486087,881.961071
227,C,4,1030.574301,1075.846936
227,C,5,1478.147181,1461.405656
227,C,6,1339.840399,1337.733044
227,C,7,1421.711027,1409.572926
227,C,8,1394.049226,1390.530193
227,C,9,1103.216216,1138.590606
227,C,10,664.869906,738.449441
227,C,11,412.155473,507.657102
227,C,12,456.997354,554.962015
228,A,9,929.857387,813.805727
228,A,10,1131.960948,1015.568097
228,A,11,1019.198821,849.321417
228,A,12,1017.724301,825.411765
229,B,1,970.495358,797.606493
229,B,2,918.116578,829.215329
229,B,3,1244.036703,1143.061124
229,B,4,1420.657456,1336.960533
229,B,5,1631.158962,1528.783545
229,B,6,1495.969661,1456.070280
229,B,7,1416.537894,1419.907808
229,B,8,1487.122347,1351.192577
229,B,9,1281.035513,1162.579610
229,B,10,1144.886760,1010.490256
229,B,11,1035.646016,845.074810
229,B,12,993.198805,821.284706
230,C,1,973.095252,793.618461
230,C,2,922.120738,825.069253
230,C,3,1243.557774,1137.345818
230,C,4,1486.012947,1330.275731
230,C,5,1619.084054,1521.139627
230,C,6,1500.944970,1448.789928
230,C,7,1482.472650,1412.808269
230,C,8,1469.723348,1344.436614
230,C,9,1253.980280,1156.766712
230,C,10,1108.420272,1005.412416
230,C,11,1010.063688,840.828203
230,C,12,1028.507033,817.157647
231,A,9,1128.973633,1000.672892
231,A,10,1359.390783,1198.889160
231,A,11,1122.932526,942.578613
231,A,12,1126.785605,856.030518
232,B,1,1043.256122,835.790955
232,B,2,1072.458703,940.690796
232,B,3,1391.450895,1206.098480
232,B,4,1813.706017,1690.166931
232,B,5,2070.412944,1896.810974
232,B,6,2019.558314,1858.485779
232,B,7,2010.957103,1857.520325
232,B,8,1861.523550,1743.296753
232,B,9,1591.280567,1501.009338
232,B,10,1360.749316,1192.894714
232,B,11,1033.488513,937.865720
232,B,12,1214.546306,851.750365
233,C,1,895.192756,831.612000
233,C,2,1037.138062,935.987342
233,C,3,1345.710002,1200.067988
233,C,4,1773.260125,1681.716096
233,C,5,1861.667310,1887.326919
233,C,6,1917.779718,1849.193350
233,C,7,1867.858028,1848.232723
233,C,8,1766.840699,1734.580269
233,C,9,1595.536909,1493.504292
233,C,10,1328.768544,1186.900269
233,C,11,1130.978863,933.152827
233,C,12,1031.667138,847.470212
234,A,9,429.611961,354.874959
234,A,10,613.392066,528.812849
234,A,11,525.512290,458.415801
234,A,12,439.101285,383.245369
235,B,1,480.512148,389.676708
235,B,2,524.203918,443.395736
235,B,3,636.352174,588.709000
235,B,4,617.692239,570.214470
235,B,5,628.174026,595.107692
235,B,6,655.978184,611.736879
235,B,7,675.479529,633.197595
235,B,8,674.589795,633.767254
235,B,9,597.156797,532.312439
235,B,10,605.709500,526.168785
235,B,11,499.955343,456.123722
235,B,12,417.045713,381.329142
236,C,1,477.277896,387.728325
236,C,2,527.367984,441.178757
236,C,3,650.781221,585.765455
236,C,4,617.024295,567.363398
236,C,5,625.323175,592.132153
236,C,6,657.680988,608.678195
236,C,7,663.326106,630.031607
236,C,8,661.587796,630.598418
236,C,9,583.417096,529.650877
236,C,10,613.220155,523.524721
236,C,11,491.131093,453.831643
236,C,12,417.135527,379.412915
237,A,9,614.425848,582.036961
237,A,10,729.478235,699.398840
237,A,11,706.957107,659.883895
237,A,12,668.385052,591.083884
238,B,1,690.756948,639.738470
238,B,2,608.892653,581.653218
238,B,3,939.923668,952.145165
238,B,4,1017.916669,1001.424902
238,B,5,964.702559,967.110385
238,B,6,1064.412075,1111.028758
238,B,7,1116.240440,1175.625599
238,B,8,1051.869660,1070.220103
238,B,9,912.511372,919.005728
238,B,10,701.237049,695.901846
238,B,11,690.399095,656.584476
238,B,12,638.002903,588.128465
239,C,1,672.808496,636.539778
239,C,2,580.335240,578.744951
239,C,3,936.545282,947.384439
239,C,4,991.246884,996.417777
239,C,5,894.314914,962.274833
239,C,6,1048.017684,1105.473615
239,C,7,1032.187706,1169.747471
239,C,8,1028.135213,1064.869003
239,C,9,907.805015,914.410699
239,C,10,726.789990,692.404852
239,C,11,716.881978,653.285056
239,C,12,671.511812,585.173046
240,A,9,521.576874,459.290427
240,A,10,604.251715,515.382325
240,A,11,437.632578,370.778278
240,A,12,380.628501,320.395809
241,B,1,370.933172,310.957124
241,B,2,445.100857,388.652806
241,B,3,755.480874,650.871879
241,B,4,870.672642,774.986220
241,B,5,1088.712227,953.482051
241,B,6,1130.705916,988.185507
241,B,7,1109.465976,982.579507
241,B,8,1012.402562,890.302229
241,B,9,832.224549,725.195411
241,B,10,579.973837,512.805414
241,B,11,439.474350,368.924386
241,B,12,389.296142,318.793830
242,C,1,369.143384,309.402339
242,C,2,427.896572,386.709542
242,C,3,721.628593,647.617520
242,C,4,860.030476,771.111289
242,C,5,1085.115861,948.714641
242,C,6,1082.859911,983.244579
242,C,7,1072.315757,977.666609
242,C,8,990.755596,885.850718
242,C,9,843.936597,721.569434
242,C,10,611.179204,510.228502
242,C,11,454.719501,367.070495
242,C,12,382.811747,317.191851
243,A,9,346.767632,327.795068
243,A,10,467.049910,447.122782
243,A,11,418.665057,427.078661
243,A,12,334.905624,351.507513
244,B,1,376.375195,389.213964
244,B,2,392.718787,395.974990
244,B,3,617.948765,634.233204
244,B,4,734.293963,731.325339
244,B,5,764.854672,741.152282
244,B,6,819.902441,816.223723
244,B,7,949.903082,815.820479
244,B,8,788.387185,766.255943
244,B,9,532.284576,517.571161
244,B,10,450.385498,444.887168
244,B,11,380.727540,424.943268
244,B,12,318.527681,349.749975
245,C,1,350.215935,387.267895
245,C,2,373.538361,393.995115
245,C,3,617.557587,631.062038
245,C,4,728.605491,727.668712
245,C,5,719.965501,737.446521
245,C,6,817.724221,812.142604
245,C,7,793.734423,811.741376
245,C,8,775.049317,762.424663
245,C,9,530.675898,514.983305
245,C,10,432.911638,442.651554
245,C,11,374.742849,422.807875
245,C,12,321.191155,347.992438
246,A,9,638.539122,686.436194
246,A,10,911.116446,938.842863
246,A,11,601.164356,626.451799
246,A,12,458.215534,461.088356
247,B,1,424.339325,443.167539
247,B,2,634.803212,664.379302
247,B,3,1011.784751,1050.630002
247,B,4,1325.663500,1340.669483
247,B,5,1480.576936,1476.597646
247,B,6,1534.271367,1529.992043
247,B,7,1551.321629,1499.545986
247,B,8,1332.881696,1425.035172
247,B,9,1110.153136,1144.060324
247,B,10,892.188398,934.148648
247,B,11,583.827839,623.319540
247,B,12,453.117670,458.782914
248,C,1,410.948241,440.951701
248,C,2,601.283324,661.057406
248,C,3,1004.360964,1045.376852
248,C,4,1293.306771,1333.966136
248,C,5,1452.548283,1469.214658
248,C,6,1487.764326,1522.342083
248,C,7,1459.180019,1492.048256
248,C,8,1351.179696,1417.909996
248,C,9,1053.580090,1138.340022
248,C,10,877.472653,929.454434
248,C,11,595.760339,620.187281
248,C,12,458.953887,456.477472
249,A,9,267.456615,227.633460
249,A,10,464.922174,376.156723
249,A,11,453.217563,372.586719
249,A,12,422.492428,334.124586
250,B,1,434.046778,350.544383
250,B,2,377.550866,309.877264
250,B,3,575.775125,503.052684
250,B,4,591.088110,534.120809
250,B,5,554.090595,515.647952
250,B,6,628.685351,574.797639
250,B,7,652.825995,591.531461
250,B,8,616.061979,565.906912
250,B,9,542.751772,487.785986
250,B,10,429.528461,374.275939
250,B,11,438.199943,370.723785
250,B,12,388.668061,332.453963
251,C,1,409.925057,348.791661
251,C,2,362.408306,308.327877
251,C,3,551.477656,500.537420
251,C,4,562.053867,531.450205
251,C,5,543.179542,513.069712
251,C,6,600.599507,571.923651
251,C,7,637.819981,588.573803
251,C,8,603.018440,563.077378
251,C,9,507.562060,485.347056
251,C,10,428.165169,372.395155
251,C,11,387.765024,368.860852
251,C,12,345.092021,330.783340
252,A,9,614.302553,595.187205
252,A,10,1151.356956,1100.437042
252,A,11,802.333846,741.394592
252,A,12,627.507886,562.426682
253,B,1,555.305533,521.095215
253,B,2,752.200466,775.643997
253,B,3,1141.803288,1165.925079
253,B,4,1400.534371,1445.517548
253,B,5,1475.291801,1547.092407
253,B,6,1486.435578,1574.345398
253,B,7,1535.167063,1547.510254
253,B,8,1478.601805,1511.594635
253,B,9,1264.744156,1275.401154
253,B,10,1138.996777,1094.934857
253,B,11,765.116042,737.687619
253,B,12,589.433763,559.614548
254,C,1,534.564867,518.489739
254,C,2,784.809361,771.765777
254,C,3,1189.405763,1160.095454
254,C,4,1431.483291,1438.289960
254,C,5,1483.529402,1539.356945
254,C,6,1553.314748,1566.473671
254,C,7,1500.673992,1539.772703
254,C,8,1486.202003,1504.036662
254,C,9,1207.500062,1269.024148
254,C,10,1102.783978,1089.432672
254,C,11,828.285634,733.980646
254,C,12,639.844471,556.802415
255,A,9,354.582117,348.587223
255,A,10,718.957590,651.057755
255,A,11,671.158078,624.634473
255,A,12,608.122168,574.020054
256,B,1,624.163664,579.959023
256,B,2,616.738733,567.003656
256,B,3,870.906199,794.612284
256,B,4,998.079717,950.703136
256,B,5,1078.410502,1022.988679
256,B,6,1139.687229,1112.887904
256,B,7,1103.667241,1105.073789
256,B,8,1085.205176,1063.670719
256,B,9,768.964874,746.972621
256,B,10,688.347345,647.802466
256,B,11,663.582554,621.511300
256,B,12,635.632183,571.149953
257,C,1,590.538565,577.059228
257,C,2,550.099724,564.168637
257,C,3,752.172667,790.639223
257,C,4,950.908485,945.949620
257,C,5,1143.889693,1017.873735
257,C,6,1157.627064,1107.323464
257,C,7,1227.233999,1099.548420
257,C,8,1111.018381,1058.352365
257,C,9,779.492244,743.237758
257,C,10,676.149053,644.547178
257,C,11,591.543473,618.388128
257,C,12,548.438876,568.279853
258,A,9,677.659940,838.073975
258,A,10,1229.568324,1517.036041
258,A,11,908.911932,992.435211
258,A,12,707.985741,749.753357
259,B,1,689.746841,714.172531
259,B,2,1013.401097,1067.296631
259,B,3,1489.884963,1626.948242
259,B,4,1890.857545,2055.960388
259,B,5,2030.317395,2247.120514
259,B,6,2023.571270,2303.376068
259,B,7,2045.015952,2250.828857
259,B,8,1860.017387,2163.423920
259,B,9,1651.729378,1795.872803
259,B,10,1371.163719,1509.450861
259,B,11,879.385336,987.473035
259,B,12,692.155089,746.004590
260,C,1,631.627777,710.601668
260,C,2,989.287495,1061.960148
260,C,3,1510.225840,1618.813501
260,C,4,1858.135524,2045.680586
260,C,5,2001.648851,2235.884911
260,C,6,2051.039331,2291.859188
260,C,7,1944.090710,2239.574713
260,C,8,1903.911329,2152.606800
260,C,9,1564.203760,1786.893439
260,C,10,1338.777214,1501.865681
260,C,11,910.250419,982.510859
260,C,12,732.701664,742.255823
261,A,9,559.137095,685.444025
261,A,10,946.125524,1048.544047
261,A,11,628.436744,687.760613
261,A,12,462.679834,575.954777
262,B,1,538.926887,619.355322
262,B,2,789.417807,823.450807
262,B,3,1331.962160,1444.675648
262,B,4,1707.568482,1828.069120
262,B,5,2101.006679,2145.514544
262,B,6,2149.628963,2257.502719
262,B,7,2410.787769,1971.986290
262,B,8,1075.645541,1981.932080
262,B,9,1207.173161,1468.808626
262,B,10,856.722640,1043.301327
262,B,11,611.491655,684.321810
262,B,12,554.588161,573.075003
263,C,1,502.376928,616.258546
263,C,2,757.072695,819.333552
263,C,3,1215.074622,1437.452270
263,C,4,1576.774058,1818.928774
263,C,5,1949.571921,2134.786971
263,C,6,2047.298534,2246.215206
263,C,7,1689.703095,1962.126359
263,C,8,1694.298723,1972.022419
263,C,9,1197.043296,1461.464583
263,C,10,867.906506,1038.058606
263,C,11,554.905055,680.883007
263,C,12,492.875840,570.195229
264,A,9,317.805727,306.338440
264,A,10,638.188628,608.770020
264,A,11,434.490028,404.763092
264,A,12,444.474667,405.491516
265,B,1,407.964211,376.800812
265,B,2,548.148771,501.539825
265,B,3,677.136326,640.598450
265,B,4,635.656919,604.001404
265,B,5,904.802677,845.429382
265,B,6,924.077565,854.858887
265,B,7,885.511199,821.652588
265,B,8,810.617595,795.945496
265,B,9,653.658648,656.439514
265,B,10,621.709777,605.726169
265,B,11,414.469249,402.739277
265,B,12,428.186356,403.464059
266,C,1,394.478517,374.916808
266,C,2,515.515696,499.032126
266,C,3,647.694562,637.395457
266,C,4,614.748066,600.981397
266,C,5,884.843741,841.202235
266,C,6,899.139298,850.584592
266,C,7,868.534966,817.544325
266,C,8,803.400535,791.965768
266,C,9,644.768568,653.157317
266,C,10,602.225527,602.682319
266,C,11,414.026324,400.715461
266,C,12,437.040320,401.436601
267,A,9,307.172896,318.408711
267,A,10,492.691253,537.409282
267,A,11,351.892849,401.505104
267,A,12,305.919569,331.825448
268,B,1,280.072263,295.164811
268,B,2,359.776310,372.561717
268,B,3,613.717870,648.328614
268,B,4,747.324969,772.073014
268,B,5,902.132685,843.178298
268,B,6,883.495272,849.209446
268,B,7,889.310028,864.517115
268,B,8,843.339643,824.867201
268,B,9,668.157485,682.304381
268,B,10,483.385792,534.722235
268,B,11,333.612974,399.497579
268,B,12,290.473337,330.166321
269,C,1,274.684119,293.688986
269,C,2,349.639413,370.698908
269,C,3,597.189544,645.086971
269,C,4,721.696917,768.212649
269,C,5,854.502997,838.962406
269,C,6,839.421117,844.963399
269,C,7,839.687394,860.194530
269,C,8,783.413587,820.742865
269,C,9,621.080357,678.892859
269,C,10,456.532993,532.035189
269,C,11,318.709777,397.490053
269,C,12,296.898361,328.507194
270,A,9,569.626911,540.040307
270,A,10,912.777520,879.180643
270,A,11,663.646502,632.349518
270,A,12,578.799565,520.948036
271,B,1,508.153293,472.666281
271,B,2,628.839244,608.217589
271,B,3,1116.277845,1087.469910
271,B,4,1375.646345,1352.337137
271,B,5,1589.227446,1510.895607
271,B,6,1569.749300,1548.552547
